,desc,mana,name,price,rarity,type,url
4410,"G: Regenerate Ancient Silverback. (The next time this creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)
G: Regenerate Ancient Silverback. (The next time this creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)",4 g g,Ancient Silverback,$0.49,Uncommon,Creature,./Paginas/PaginasHeuristica/www.starcitygames.com222.html
4411," Adamant — If at least three white mana was spent to cast this spell, Ardenvale Paladin enters the battlefield with a  1/ 1 counter on it.   “Even when hope is but a small flame fighting the night, I will serve the absent king.” ","['3', 'W']",           Ardenvale Paladin              ,$0.05,Common,Creature—HumanKnight,./Paginas/PaginasHeuristica/scryfall.com670.html
4412,Vigilance  Whenever Sun Titan enters the battlefield or attacks you may return target permanent card with converted mana cost 3 or less from your graveyard to the battlefield.,4WW,Sun Titan - Foil,$11.86,M,Creature - Giant,./Paginas/PaginasHeuristica/www.capefeargames.com596.html
4413,"Whenever Audacious Thief attacks, you draw a card and you lose 1 life.
Whenever Audacious Thief attacks, you draw a card and you lose 1 life.",2 b,Audacious Thief,$0.29,Common,Creature,./Paginas/PaginasHeuristica/www.starcitygames.com672.html
4414,"FlyingStormbound Geist can block only creatures with flying.Undying (When this creature dies, if it had no +1/+1 counters on it, return it to the battlefield under its owner's control with a +1/+1 counter on it.)",1BlueBlue,Stormbound Geist,$0.03,,Creature - Spirit,./Paginas/PaginasHeuristica/www.mtgotraders.com972.html
4415," When this creature enters the battlefield, this creature assembles a Contraption. (Put the top card of your Contraption deck face up onto one of your sprockets.) ","['2', 'U']",           Crafty Octopus              ,$0.05,Common,HostCreature—OctopusRigger,./Paginas/PaginasHeuristica/scryfall.com35.html
4416,"Bloodthirst 1 (If an opponent was dealt damage this turn, this creature enters the battlefield with a +1/+1 counter on it.)
Bloodthirst 1 (If an opponent was dealt damage this turn, this creature enters the battlefield with a +1/+1 counter on it.)",2 b,Bloodrage Vampire,$0.15,Common,Creature,./Paginas/PaginasHeuristica/www.starcitygames.com388.html
4417," Flying   “I wrote these tales with a quill made from a griffin’s feather. And the winning of that feather is quite a tale itself.” —Chulane, Teller of Tales ","['4', 'W']",           Prized Griffin              ,$0.12,Common,Creature—Griffin,./Paginas/PaginasHeuristica/scryfall.com220.html
4418,(Tree of Tales isn't a spell.)Tap: Add Green Mana to your mana pool., ,Tree of Tales,$0.09,,Artifact Land,./Paginas/PaginasHeuristica/www.mtgotraders.com421.html
4419,: Untap target land you control. It becomes a 5/5 Elemental creature with haste. It's still a land. It's still a land. (This effect last as long as that land remains on the battlefield.),4gg,Core Set 2020 Foil: Wakeroot Elemental,$0.49,R,Creature - Elemental,./Paginas/PaginasHeuristica/www.cardkingdom.com280.html
4420,"At the beginning of your upkeep, each opponent loses X life and you scry X, where X is the number of Zombies you control.2BlueBlack: Exile target creature card from a graveyard. Create a token that's a copy of it, except it's a 4/4 black Zombie.When The Scarab God dies, return it to its owner's hand at the beginning of the next end step.",3BlueBlack,The Scarab God,$0.29,,Legendary Creature - God,./Paginas/PaginasHeuristica/www.mtgotraders.com564.html
4421,+2: You gain 2 life. Put two +1/+1 counters on up to one target creature.-3: Exile target creature. Its controller gains 2 life.-10: Creatures you control gain flying and double strike until end of turn.,4WhiteWhite,"Ajani, Inspiring Leader *Foil*",$3.05,,Legendary Planeswalker - Ajani,./Paginas/PaginasHeuristica/www.mtgotraders.com18.html
4422,Whenever City of Brass becomes tapped it deals 1 damage to you. T Add one mana of any color to your mana pool.,,City of Brass,,R,Land,./Paginas/PaginasHeuristica/www.capefeargames.com980.html
4423,"As Icon of Ancestry enters the battlefield, choose a creature type.Creatures you control of the chosen type get +1/+1.3, Tap: Look at the top three cards of your library. You may reveal a creature card of the chosen type from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",3,Icon of Ancestry,$0.12,,Artifact,./Paginas/PaginasHeuristica/www.mtgotraders.com134.html
4424,T: Add to your mana pool one mana of any color in your commander's color identity.,,Command Tower,$0.50/$0.63,C,Land,./Paginas/PaginasHeuristica/www.capefeargames.com129.html
4425,"Tap: Target creature an opponent controls attacks you this turn if able.
Tap: Target creature an opponent controls attacks you this turn if able.",1 u,Alluring Siren,$0.25,Uncommon,Creature,./Paginas/PaginasHeuristica/www.starcitygames.com367.html
4426," Enchant creature When Kenrith’s Transformation enters the battlefield, draw a card. Enchanted creature loses all abilities and is a green Elk creature with base power and toughness 3/3. (It loses all other card types and creature types.) ","['1', 'G']",           Kenrith's Transformation              ,$0.16,Uncommon,Enchantment—Aura,./Paginas/PaginasHeuristica/scryfall.com365.html
4427,4 T Put a creature card from your hand into play.,4,Quicksilver Amulet,$4.70,R,Artifact,./Paginas/PaginasHeuristica/www.capefeargames.com579.html
4428,"Enchant creature
Enchant creature",1 r,Call of the Full Moon,$0.49,Uncommon,Enchantment - Aura,./Paginas/PaginasHeuristica/www.starcitygames.com737.html
4429,Level up White (White: Put a level counter on this. Level up only as a sorcery.)LEVEL 2-63/3First strikeLEVEL 7+4/4Double strike,White,Student of Warfare,$0.08,,Creature - Human Knight,./Paginas/PaginasHeuristica/www.mtgotraders.com837.html
4430,"When Urza Lord High Artificer enters the battlefield create a 0/0 colorless Construct artifact creature token with ""This creature gets +1/+1 for each artifact you control.""Tap an untapped artifact you control: Add U.5: Shuffle your library then exile the top card. Until end of turn you may play that card without paying its mana cost.",2UU,"Urza, Lord High Artificer",$47.95,M,Legendary Creature - Human Artificer,./Paginas/PaginasHeuristica/www.capefeargames.com257.html
4431,Flame Sweep deals 2 damage to each creature except for creatures you control with flying.,2r,Core Set 2020 Foil: Flame Sweep,$0.35,U,Instant,./Paginas/PaginasHeuristica/www.cardkingdom.com66.html
4432,"Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. (It can attack and Tap this turn.)
Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. (It can attack and Tap this turn.)",2 r,Act of Treason,$0.15,Common,Sorcery,./Paginas/PaginasHeuristica/www.starcitygames.com449.html
4433,If Leyline of Sanctity is in your opening hand you may begin the game with it on the battlefield.You have hexproof. (You can't be the target of spells or abilities your opponents control.),2WW,Leyline of Sanctity,$4.49,R,Enchantment,./Paginas/PaginasHeuristica/www.capefeargames.com607.html
4434,"Counts as both plains and forest and is affected by spells that affect either. Tap to add either  or  to your mana pool.
--This card has no flavor text --",[], Savannah ,"$6,249.99",Rare,Land - Forest Plains,./Paginas/PaginasHeuristica/abugames.com261.html
4435,"Flying
Flying",1 u,Augury Owl,$2.49,Common,Creature,./Paginas/PaginasHeuristica/www.starcitygames.com66.html
4436," When Journey to Nowhere enters the battlefield, exile target creature. When Journey to Nowhere leaves the battlefield, return the exiled card to the battlefield under its owner's control.", ,Journey to Nowhere (EvT) - Duel Decks Magic the Gathering Single,$1.45, Common, Enchantment,./Paginas/PaginasHeuristica/www.wizardscupboard.com321.html
4437,"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
When Silverback Shaman dies, draw a card.",3gg,Core Set 2020 Foil: Silverback Shaman,$0.25,C,Creature - Ape Shaman,./Paginas/PaginasHeuristica/www.cardkingdom.com111.html
4438,"Search your library for a basic land card and put that card into play tapped. Then shuffle your library.
Nature grows solutions to her problems.","['1', 'g']", Rampant Growth ,$0.40,Common,Sorcery,./Paginas/PaginasHeuristica/abugames.com631.html
4439,Destroy all creatures. They can't be regenerated. Draw a card for each creature destroyed this way. Cycling 3BB When you cycle Decree of Pain all creatures get -2/-2 until end of turn.,6BB,Decree of Pain - Foil,$11.01,R,Sorcery,./Paginas/PaginasHeuristica/www.capefeargames.com55.html
4440,": All cards from the Antiquities expansion, including Golgothian Sylex, must be discarded from play.
From their earliest educations, the brothers had known that no human contrivance could stand against the true masters of Dominia.",['4'], Golgothian Sylex ,$16.99,Rare,Artifact,./Paginas/PaginasHeuristica/abugames.com324.html
4441,"This spell can't be countered.
[+2]: Each opponent gets an emblem with ""At the beginning of your upkeep, this emblem deals 1 damage to you.""
[-3]: Chandra, Awakened Inferno deals 3 damage to each non-Elemental creature.
[-X]: Chandra, Awakened Inferno deals X damage to target creature or planeswalker. If a permanent dealt damage this way would die this turn, exile it instead.
|6| 
 Pro Tip!

Chandra, Awakened Inferno made Magic history as the first planeswalker card that can't be countered. Her emblems are also difficult to interact with, and the damage she produces can pile up quickly!",4rr,"Core Set 2020: Chandra, Awakened Inferno",$18.99,M,Legendary Planeswalker - Chandra,./Paginas/PaginasHeuristica/www.cardkingdom.com404.html
4442,"Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)",3 g g,Acidic Slime,$1.99,Uncommon,Creature,./Paginas/PaginasHeuristica/www.starcitygames.com89.html
4443,"
--This card has no flavor text --",[], Taiga (Not Tournament Legal) ,$172.49,Rare,Land - Mountain Forest,./Paginas/PaginasHeuristica/abugames.com774.html
4444,1 T: Add WU to your mana pool.,2,Azorius Signet,$1.85,U,Artifact,./Paginas/PaginasHeuristica/www.capefeargames.com312.html
4445,First strike forestwalk vigilance (This creature deals combat damage before creatures without first strike it's unblockable as long as defending player controls a Forest and attacking doesn't cause this creature to tap.),1GG,"Mirri, Cat Warrior",$2.80,R,Legendary Creature - Cat Warrior,./Paginas/PaginasHeuristica/www.capefeargames.com742.html
4446,"Whenever another creature enters the battlefield, you gain 1 life.",w,Modern Masters 2017: Soul Warden,$0.25,C,Creature - Human Cleric,./Paginas/PaginasHeuristica/www.cardkingdom.com687.html
4447,Other Merfolk get +1/+1 and have islandwalk.,UU,Lord of Atlantis,$34.95,R,Creature - Merfolk Lord,./Paginas/PaginasHeuristica/www.capefeargames.com892.html
4448,Sacrifice a creature Add 2 to your mana pool.,3,Ashnod's Altar,,U,Artifact,./Paginas/PaginasHeuristica/www.capefeargames.com938.html
4449,"TrampleWhenever Ilharg, the Raze-Boar attacks, you may put a creature card from your hand onto the battlefield tapped and attacking. Return that creature to your hand at the beginning of the next end step.When Ilharg, the Raze-Boar dies or is put into exile from the battlefield, you may put it into its owner's library third from the top.",3RedRed,"Ilharg, the Raze-Boar",$2.38,,Legendary Creature - Boar God,./Paginas/PaginasHeuristica/www.mtgotraders.com476.html
4450,Counter target spell. If an artifact or creature spell is countered this way put that card into play under your control instead of into its owner's graveyard.,3UU,Desertion,$1.00/$1.25,R,Instant,./Paginas/PaginasHeuristica/www.capefeargames.com191.html
4451," Flying {2}{B}, Sacrifice a Food: Target creature gets -3/-3 until end of turn.   “The faerie plucked an acorn off the ground. One knight’s quest was about to come to a bitter end.” —Tales of the Fae ","['3', 'B', 'B']",           Bog Naughty              ,$0.08,Uncommon,Creature—Faerie,./Paginas/PaginasHeuristica/scryfall.com277.html
4452,"As Alpine Moon enters the battlefield, choose a nonbasic land card name.
As Alpine Moon enters the battlefield, choose a nonbasic land card name.",r,Alpine Moon,$5.99,Rare,Enchantment,./Paginas/PaginasHeuristica/www.starcitygames.com625.html
