,Unnamed: 0,desc,mana,name,price,rarity,type,url
3949,3949,"All enchantments on target land are destroyed. Land cannot be destroyed or further enchanted until Consecrate Land has been destroyed.
--This card has no flavor text --",w,Consecrate Land,$160.99,Uncommon,Enchantment - Aura,https://abugames.com/magic-the-gathering/singles/product-detail/Consecrate-Land/Alpha/English/ID%23-gb0008451554
3950,3950,"+1: Exile up to two target cards from a single graveyard. You gain 2 life if at least one creature card was exiled this way.-1: Exile target nonland permanent with converted mana cost 1 or less.-5: Kaya, Orzhov Usurper deals damage to target player equal to the number of cards that player owns in exile and you gain that much life.",1wb,"Kaya, Orzhov Usurper",$3.04,,Legendary Planeswalker - Kaya,https://www.mtgotraders.com/store/RNA_Kaya_Orzhov_Usurper.html
3951,3951,": Instead of drawing a card from the top of your library, draw X cards but choose only one to put in your hand. You must shuffle the leftover cards and put them at the bottom of your library.
--This card has no flavor text --",10,Aladdin's Lamp,$19.99,Rare,Artifact,https://abugames.com/magic-the-gathering/singles/product-detail/Aladdin's-Lamp/Arabian-Nights/English/ID%23-55387
3952,3952,Choose up to two target permanent cards in your graveyard that were put there from the battlefield this turn. Return them to the battlefield tapped.,ww,Brought Back,$0.11,,Instant,https://www.mtgotraders.com/store/M20_Brought_Back.html
3953,3953,"1R: Creatures you control get +1/+0 and gain haste until end of turn.
1R: Creatures you control get +1/+0 and gain haste until end of turn.",2rrr,Cavalier of Flame,$5.99,Mythic Rare,Creature,http://www.starcitygames.com/catalog/magic_the_gathering/product/1549963
3954,3954,"At the beginning of your upkeep, draw a card.Tap: Staff of Nin deals 1 damage to target creature or player.",6,Staff of Nin,$0.02,,Artifact,https://www.mtgotraders.com/store/M13_Staff_of_Nin.html
3955,3955,"+1: Put a +1/+1 counter on up to one target creature.
+1: Put a +1/+1 counter on up to one target creature.",1ww,"Ajani, Caller of the Pride",$4.99,Mythic Rare,Legendary Planeswalker - Ajani,http://www.starcitygames.com/catalog/magic_the_gathering/product/404410/410305
3956,3956,"Haste When you gain life for the first time each turn, return Deathless Knight from your graveyard to your hand.   “Headed to the wilds? Beware the dead riders who serve the Shadow Queen.” —Scalan, Edgewall innkeeper",b/gb/gb/gb/g,Deathless Knight,$0.10,Uncommon,Creature—SkeletonKnight,https://scryfall.com/card/eld/208/deathless-knight
3957,3957,"+1: You gain life equal to the number of creatures you control plus the number of planeswalkers you control.
+1: You gain life equal to the number of creatures you control plus the number of planeswalkers you control.",2ww,"Ajani, Strength of the Pride (Promo Pack)",$5.99,Promo,Legendary Planeswalker - Ajani,http://www.starcitygames.com/catalog/magic_the_gathering/product/1577830
3958,3958,"Flying
Flying",4u,Belltower Sphinx,$0.49,Uncommon,Creature,http://www.starcitygames.com/catalog/magic_the_gathering/product/279582
3959,3959,"This spell costs {1} less to cast for each artifact you control. When Emry, Lurker of the Loch enters the battlefield, put the top four cards of your library into your graveyard. {T}: Choose target artifact card in your graveyard. You may cast that card this turn. (You still pay its costs. Timing rules still apply.)",2u,"Emry, Lurker of the Loch",$5.02,Rare,LegendaryCreature—MerfolkWizard,https://scryfall.com/card/eld/342/emry-lurker-of-the-loch
3960,3960,"Search your library for a green creature card with converted mana cost X or less, put it onto the battlefield, then shuffle your library. Shuffle Green Sun's Zenith into its owner's library.",,Green Sun's Zenith - Eternal Masters,$16.95, Rare,Sorcery,https://www.wizardscupboard.com/green-suns-zenith-p-44818.html
3961,3961,--This card has no flavor text --,,Scrubland (Not Tournament Legal),$241.49,Rare,Land - Plains Swamp,https://abugames.com/magic-the-gathering/singles/product-detail/Scrubland-%2528Not-Tournament-Legal%2529/Collectors'-Edition-%252D-International/English/ID%23-87200
3962,3962,,3w,Battlewise Aven *Foil*,$0.04,,Creature - Bird Soldier,https://www.mtgotraders.com/store/JUD_Battlewise_Aven_f.html
3963,3963,"Counter target spell. At the beginning of your next upkeep, pay {3}{U}{U}. If you don't, you lose the game.",,Pact of Negation - Modern Masters Magic the Gathering Single,$19.75, Rare,Instant,https://www.wizardscupboard.com/pact-negation-p-33145.html
3964,3964,": and tap to take control of an artifact from opponent. Artifact is returned when Aladdin is removed from play or when game ends.
--This card has no flavor text --",2rr,Aladdin,$97.75,Rare,Creature - Human Rogue,https://abugames.com/magic-the-gathering/singles/product-detail/Aladdin/Arabian-Nights/English/ID%23-63869
3965,3965,Each other multicolored creature you control gets +1/+1 for each of its colors.,2gw,Knight of New Alara,$0.02,,Creature - Human Knight,https://www.mtgotraders.com/store/ARB_Knight_of_New_Alara.html
3966,3966,": Add either  or  to your mana pool.
Counts as both swamp and forest and is affected by spells that affect either. If a spell destroys one of these land types, this card is destroyed; if a spell alters one of these land types, the other land type is unaffected.
--This card has no flavor text --",,Bayou (WB),$432.79,Rare,Land - Swamp Forest,https://abugames.com/magic-the-gathering/singles/product-detail/Bayou-%2528WB%2529/Revised/German/ID%23-64050
3967,3967,"Flying (This creature can't be blocked except by creatures with flying or reach.)
Flying (This creature can't be blocked except by creatures with flying or reach.)",2b,Carrion Crow,$0.25,Common,Creature,http://www.starcitygames.com/catalog/magic_the_gathering/product/698900
3968,3968,"Trample
During your upkeep, pay  or Force of Nature deals 8 damage to you.
--This card has no flavor text --",2gggg,Force of Nature,$6.39,Rare,Creature - Elemental,https://abugames.com/magic-the-gathering/singles/product-detail/Force-of-Nature/4th-Edition/English/ID%23-sa5751
3969,3969,Each other non-Human creature you control enters the battlefield with an additional  1/ 1 counter on it.   “Does it matter what it is? Take it and be grateful!”,1rg,"Grumgully, the Generous",$0.12,Uncommon,LegendaryCreature—GoblinShaman,https://scryfall.com/card/eld/192/grumgully-the-generous
3970,3970,"Flying
Flying",4,Anvilwrought Raptor,$0.25,Common,Artifact Creature,http://www.starcitygames.com/catalog/magic_the_gathering/product/1555469
3971,3971,Target player sacrifices a creature.Flashback 5BlackBlack (You may cast this card from your graveyard for its flashback cost. Then exile it.),1b,Chainer's Edict,$0.05,,Sorcery,https://www.mtgotraders.com/store/VMA_Chainers_Edict.html
3972,3972,Hangarback Walker enters the battlefield with X +1/+1 counters on it. When Hangarback Walker dies put a 1/1 colorless thopter artifact creature token with flying onto the battlefield for each +1/+1 counter on Hangarback Walker. 1 T: Put a +1/+1 counter on Hangarback Walker.,xx,Hangarback Walker,$5.65,Rare,Artifact Creature - Construct,https://www.capefeargames.com/catalog/magic_singles-core_sets-magic_origins/hangarback_walker/305553
3973,3973,"Tap: Add 1 to your mana pool.
Tap: Add C.",,Buried Ruin,$1.49,Uncommon,Land,http://www.starcitygames.com/catalog/magic_the_gathering/product/279461/284730
3974,3974,Each player may play an additional land during each of his or her turns. Whenever a land is tapped for mana return it to its owner's hand.,5,Storm Cauldron,$3.75,Rare,Artifact,https://www.capefeargames.com/catalog/magic_singles-ice_age_block-alliances/storm_cauldron/231
3975,3975,"Flying When Rune-Scarred Demon enters the battlefield, search your library for a card, put it into your hand, then shuffle your library.",,Rune-Scarred Demon - Magic 2012 Magic the Gathering Foil Single,$5.95, Rare,Creature,https://www.wizardscupboard.com/runescarred-demon-p-29339.html
3976,3976,"Choose a color. As long as opponent has cards of this color in play, all white creatures gain +2/+1. Jihad must be discarded immediately if at any time opponent has no cards of this color in play.
--This card has no flavor text --",www,Jihad,$174.99,Rare,Enchantment,https://abugames.com/magic-the-gathering/singles/product-detail/Jihad/Arabian-Nights/English/ID%23-43297
3977,3977,"All of target opponent's creatures that can attack must do so. At end of turn, destroy any non-wall creatures that did not attack. Play only during opponent's turn, before opponent's attack. Siren's Call does not affect creatures brought under opponent's control this turn.",,Siren's Call - Foreign BB Magic the Gathering Single,$0.75, Uncommon,Instant,https://www.wizardscupboard.com/sirens-call-p-12283.html
3978,3978,Haste (This creature can attack and Tap as soon as it comes under your control.)Other Goblin creatures you control get +1/+1 and have haste.,1rr,Goblin Chieftain,$0.08,,Creature - Goblin,https://www.mtgotraders.com/store/M10_Goblin_Chieftain.html
3979,3979,"Any creature in either player's graveyard comes into play on your side with -1 to its original power. If this enchantment is removed, or at end of game, target creature is returned to its owner's graveyard. Target creature may be killed as normal.
--This card has no flavor text --",1b,Animate Dead,$897.49,Uncommon,Enchantment - Aura,https://abugames.com/magic-the-gathering/singles/product-detail/Animate-Dead/Alpha/English/ID%23-gb0008710738
3980,3980,W T Search your library for a land card reveal it and put it into your hand. Then shuffle your library. Play this ability only if an opponent controls more lands than you.,w,Weathered Wayfarer,$13.25,Rare,Creature - Human Nomad Cleric,https://www.capefeargames.com/catalog/magic_singles-onslaught_block-onslaught/weathered_wayfarer/7233
3981,3981,"Flying
Whenever Shriekgeist deals combat damage to a player, that player puts the top two cards of his or her library into his or her graveyard.
Wounds of the flesh are easy to heal. Wounds of the mind may never be undone.",1u,Shriekgeist,$2.15,Common,Creature - Spirit,https://abugames.com/magic-the-gathering/singles/product-detail/Shriekgeist/Dark-Ascension/English/ID%23-m16685
3982,3982,"Vigilance
When Cavalier of Dawn enters the battleifeld, destroy up to one target nonland permanent. It's controller creates a 3/3 colorless Golem artifact creature token.
When Cavalier of Dawn dies, return target artifact or enchantment card from your graveyard to your hand. 
 Pro Tip!

The Cavaliers are a cycle of Elemental creatures from Core Set 2020 with a ton of useful abilities. Cavalier of Dawn is a great fit for a Mono-White or Black-White Knights deck, where it can rebuy key creatures from your graveyard.",2www,Core Set 2020: Cavalier of Dawn,$2.99,Mythic,Creature - Elemental Knight,https://www.cardkingdom.com/mtg/core-set-2020/cavalier-of-dawn
3983,3983,{T}: Add 2 colorless mana to your mana pool. This ability is played as an interrupt.,,Sol Ring - Foreign BB Magic the Gathering Single,$17.50, Uncommon,Artifact,https://www.wizardscupboard.com/sol-ring-p-12381.html
3984,3984,,1uu,"Jace, Cunning Castaway",$0.06,,Legendary Planeswalker - Jace,https://www.mtgotraders.com/store/XLN_Jace_Cunning_Castaway.html
3985,3985,"Blossoming Sands enters the battlefield tapped.
Blossoming Sands enters the battlefield tapped.",,Blossoming Sands,$0.49,Common,Land,http://www.starcitygames.com/catalog/magic_the_gathering/product/1555520
3986,3986,": Add either  or  to your mana pool.
Counts as both forest and islands and is affected by spells that affect either. If a spell destroys one of these land types, this card is destroyed; if a spell alters one of these land types, the other land type is unaffected.
--This card has no flavor text --",,Tropical Island,$454.59,Rare,Land - Forest Island,https://abugames.com/magic-the-gathering/singles/product-detail/Tropical-Island/Revised/English/ID%23-s41959
3987,3987,T: Add one mana of any color in your commander's color identity.,,Command Tower,$0.50/$0.63,Common,Land,https://www.capefeargames.com/buylist/magic_singles-commander_sets-commander_2018/command_tower/573893
3988,3988,Flying,,Pilgrim's Eye - Eternal Masters,$0.15, Common,Artifact Creature,https://www.wizardscupboard.com/pilgrims-eye-p-44890.html
3989,3989,R T Exile two cards from your graveyard: Grim Lavamancer deals 2 damage to target creature or player.,r,Grim Lavamancer,$6.95,Rare,Creature - Human Wizard,https://www.capefeargames.com/catalog/magic_singles-archenemy_sets-archenemy_nicol_bolas/grim_lavamancer/457013
3990,3990,"({T}: Add {B}.) Witch’s Cottage enters the battlefield tapped unless you control three or more other Swamps. When Witch’s Cottage enters the battlefield untapped, you may put target creature card from your graveyard on top of your library.",,Witch's Cottage,$0.10,Common,Land—Swamp,https://scryfall.com/card/eld/249/witchs-cottage
3991,3991,"Whenever an enchantment enters the battlefield under your control, put a 2/2 white Cat creature token onto the battlefield. If that enchantment is an Aura, you may attach it to the token.
Whenever an enchantment enters the battlefield under your control, create a 2/2 white Cat creature token. If that enchantment is an Aura, you may attach it to the token.",2ww,Ajani's Chosen,$0.49,Rare,Creature,http://www.starcitygames.com/catalog/magic_the_gathering/product/458693
